City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Itapaci,BR,-14.9508,-49.5494,74.8,34,0,4.32,clear sky
349,Hasaki,JP,35.7333,140.8333,63.28,77,3,7.29,clear sky
350,Minot,US,48.2325,-101.2963,73.62,27,20,8.05,few clouds
351,Byron Bay,AU,-28.65,153.6167,59.7,91,52,7.74,light rain
352,Thompson,CA,55.7435,-97.8558,57.36,38,75,10.36,broken clouds
353,Mirabad,AF,30.4362,61.8383,86.74,22,21,19.86,few clouds
354,Tura,IN,25.5198,90.2201,71.28,93,46,3.91,scattered clouds
355,Jacareacanga,BR,-6.2222,-57.7528,77.32,88,77,2.59,broken clouds
356,Rawson,AR,-43.3002,-65.1023,47.32,28,0,12.73,clear sky
357,Puerto Asis,CO,0.5133,-76.5007,77.61,76,91,4.56,overcast clouds
358,Skjervoy,NO,70.0311,20.9714,55.4,63,39,13.78,scattered clouds
359,Kampot,KH,10.6167,104.1833,84.25,84,100,8.41,overcast clouds
360,Bathsheba,BB,13.2167,-59.5167,84.81,70,20,16.11,few clouds
361,Airai,TL,-8.9266,125.4092,58.41,94,100,2.59,overcast clouds
362,Cockburn Town,TC,21.4612,-71.1419,80.56,65,40,13.8,scattered clouds
363,Puerto Escondido,MX,15.85,-97.0667,86.83,62,100,14.97,overcast clouds
364,Inhambane,MZ,-23.865,35.3833,69.71,84,0,3.24,clear sky
365,Sorland,NO,67.667,12.6934,48.06,87,97,19.86,overcast clouds
366,Carutapera,BR,-1.195,-46.02,76.66,93,50,7.11,scattered clouds
367,Teruel,ES,40.6667,-0.6667,41.31,79,11,9.4,few clouds
368,Davila,PH,18.4726,120.5763,76.98,79,91,5.59,overcast clouds
369,Havoysund,NO,70.9963,24.6622,52.03,49,19,15.48,few clouds
370,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,81.12,86,81,2.62,broken clouds
371,Clyde River,CA,70.4692,-68.5914,19.63,93,75,21.85,light snow
372,Cedar City,US,37.6775,-113.0619,79.39,14,0,8.63,clear sky
373,Biak,ID,-0.9131,122.8766,77.0,87,95,6.8,overcast clouds
374,Faya,SA,18.3851,42.4509,70.32,51,56,6.82,light rain
375,San Juan,AR,-31.5375,-68.5364,51.67,60,98,19.48,overcast clouds
376,Broome,US,42.2506,-75.833,77.09,51,97,5.99,overcast clouds
377,Saint-Augustin,CA,51.226,-58.6502,56.8,50,100,25.64,overcast clouds
378,Berkak,NO,62.825,10.0118,43.03,94,100,7.34,overcast clouds
379,Saint-Philippe,RE,-21.3585,55.7679,69.39,77,10,3.4,clear sky
380,Bonfim,BR,3.0833,-59.95,87.75,68,58,8.1,broken clouds
381,Kudahuvadhoo,MV,2.6708,72.8944,82.38,74,84,7.94,broken clouds
382,Raudeberg,NO,61.9875,5.1352,48.87,86,98,12.41,overcast clouds
383,Atambua,ID,-9.1061,124.8925,72.55,90,100,4.41,overcast clouds
384,General Pico,AR,-35.6566,-63.7568,54.01,46,54,8.99,broken clouds
385,Grants,US,35.1473,-107.8514,75.43,10,0,23.02,clear sky
386,Matagami,CA,49.7502,-77.6328,66.31,45,100,5.75,overcast clouds
387,Havelock,US,34.8791,-76.9013,73.35,62,25,5.32,scattered clouds
388,Shitanjing,CN,39.2342,106.3439,57.54,19,0,2.37,clear sky
389,Dolinsk,RU,47.35,142.8,45.41,92,100,3.51,overcast clouds
390,Klaksvik,FO,62.2266,-6.589,47.32,80,32,17.13,scattered clouds
391,Kyshtovka,RU,56.555,76.6271,66.6,58,75,6.31,broken clouds
392,Prachuap Khiri Khan,TH,12.2167,99.75,81.57,82,100,7.14,overcast clouds
393,Mandalgovi,MN,45.7625,106.2708,54.43,19,2,8.68,clear sky
394,Luderitz,NA,-26.6481,15.1594,57.63,81,6,6.4,clear sky
395,Arkansas City,US,37.062,-97.0384,57.34,94,100,13.8,moderate rain
396,Asau,RO,46.4333,26.4,61.72,97,25,5.23,scattered clouds
397,Sungairaya,ID,0.7,108.9,78.82,87,100,4.92,overcast clouds
398,Ucluelet,CA,48.9329,-125.5528,53.1,87,100,4.65,overcast clouds
399,Bukachacha,RU,52.9833,116.9167,52.07,42,9,1.83,clear sky
400,Ancud,CL,-41.8697,-73.8203,43.97,65,4,3.2,clear sky
401,Cancun,MX,21.1743,-86.8466,86.05,70,40,23.02,scattered clouds
402,Manawar,IN,22.2333,75.0833,87.58,51,0,18.86,clear sky
403,Mambolo,SL,8.9231,-13.0444,79.09,89,100,6.98,light rain
404,Lagos,NG,6.5833,3.75,80.92,85,37,3.0,scattered clouds
405,Mpika,ZM,-11.8343,31.4529,58.64,72,8,4.18,clear sky
406,Meerane,DE,50.85,12.4667,59.32,73,20,2.3,few clouds
407,Morros,BR,-9.4467,-46.3003,78.22,42,0,3.2,clear sky
408,Raglan,NZ,-37.8,174.8833,54.07,84,32,5.82,scattered clouds
409,Karpogory,RU,64.0019,44.4451,44.19,94,100,8.61,overcast clouds
410,Migori,KE,-1.0634,34.4731,61.63,94,97,4.32,light rain
411,Arlit,NE,18.7369,7.3853,89.69,12,58,6.24,broken clouds
412,Gizo,SB,-8.103,156.8419,81.97,77,30,5.57,scattered clouds
413,Baghmara,IN,23.795,86.2085,84.76,49,3,5.73,clear sky
414,Kaoma,ZM,-14.7833,24.8,54.84,43,0,3.38,clear sky
415,Huangmei,CN,30.1924,116.025,70.11,88,100,3.8,light rain
416,Ust-Omchug,RU,61.15,149.6333,36.03,100,100,1.95,light rain
417,Beloha,MG,-25.1667,45.05,67.17,91,0,1.14,clear sky
418,Cadiz,ES,36.5,-5.75,65.62,93,86,7.4,overcast clouds
419,Ponta Delgada,PT,37.7333,-25.6667,63.32,63,75,8.05,broken clouds
420,Port Shepstone,ZA,-30.7414,30.455,69.01,79,54,15.41,broken clouds
421,Mastic Beach,US,40.7668,-72.8521,66.54,58,0,14.97,clear sky
422,Salinopolis,BR,-0.6136,-47.3561,78.96,88,20,11.54,few clouds
423,Hirara,JP,24.8,125.2833,75.54,93,100,7.0,moderate rain
424,Umm Bab,QA,25.2142,50.8072,82.29,50,0,11.03,clear sky
425,Mpulungu,ZM,-8.7623,31.1141,72.88,57,59,2.46,broken clouds
426,Chamonix-Mont-Blanc,FR,45.9238,6.8693,61.59,83,91,2.39,overcast clouds
427,Magadi,IN,12.9667,77.2333,73.71,73,99,4.83,overcast clouds
428,Urusha,RU,54.05,122.9,51.21,69,60,2.17,broken clouds
429,Chulumani,BO,-16.4096,-67.5263,71.26,64,100,4.45,overcast clouds
430,Baykit,RU,61.67,96.37,44.87,95,91,4.47,overcast clouds
431,Acatlan,MX,20.15,-98.45,76.33,32,100,14.83,overcast clouds
432,Srednekolymsk,RU,67.45,153.6833,44.47,66,35,17.25,scattered clouds
433,Saint-Pierre,RE,-21.3393,55.4781,69.48,78,0,6.91,clear sky
434,Eyl,SO,7.9803,49.8164,80.22,78,48,21.9,scattered clouds
435,Maceio,BR,-9.6658,-35.7353,72.84,94,100,5.75,light rain
436,Opuwo,NA,-18.0607,13.84,60.22,30,0,7.02,clear sky
437,Axim,GH,4.8699,-2.2405,78.93,80,98,5.59,light rain
438,Orapa,BW,-21.2833,25.3667,62.8,39,0,7.07,clear sky
439,Ironton,US,38.5368,-82.6829,86.4,60,20,11.5,few clouds
440,Yumen,CN,40.2833,97.2,63.45,12,100,14.0,overcast clouds
441,Araguaina,BR,-7.1911,-48.2072,79.59,54,9,3.67,clear sky
442,Tecoanapa,MX,16.5167,-98.75,86.09,67,74,12.62,broken clouds
443,Bengkulu,ID,-3.8004,102.2655,74.53,84,100,3.83,overcast clouds
444,Northam,GB,51.0333,-4.2167,55.38,92,2,16.73,clear sky
445,Lata,PT,40.1629,-8.3327,55.0,89,50,1.95,scattered clouds
446,Nador,MA,35.174,-2.9287,66.45,82,75,6.91,broken clouds
447,Bilibino,RU,68.0546,166.4372,52.23,52,99,8.21,overcast clouds
448,Russell,US,32.3502,-85.1999,71.38,94,40,0.0,scattered clouds
449,Baruun-Urt,MN,46.6806,113.2792,54.61,30,4,5.53,clear sky
450,Quesnel,CA,52.9999,-122.5029,55.9,76,100,5.75,overcast clouds
451,Thunder Bay,CA,48.4001,-89.3168,46.38,87,100,8.05,overcast clouds
452,Vardo,NO,70.3705,31.1107,39.18,93,100,13.8,overcast clouds
453,Pimentel,PE,-6.8367,-79.9342,71.89,60,0,18.41,clear sky
454,Saint-Joseph,RE,-21.3667,55.6167,68.38,79,25,2.68,scattered clouds
455,Saint-Felicien,CA,48.6501,-72.4491,68.68,37,75,8.05,broken clouds
456,Fortuna,US,40.5982,-124.1573,69.93,68,0,13.8,clear sky
457,Sinnamary,GF,5.3833,-52.95,80.94,79,16,9.26,few clouds
458,Kupang,ID,-10.1667,123.5833,77.43,83,98,8.41,overcast clouds
459,Lakshmipur,BD,22.95,90.8333,81.1,81,29,5.14,scattered clouds
460,Bestobe,KZ,52.4994,73.0975,64.65,40,74,8.21,broken clouds
461,Lethem,GY,3.3803,-59.7968,87.85,66,40,13.8,scattered clouds
462,Caravelas,BR,-17.7125,-39.2481,70.36,89,0,8.93,clear sky
463,Hami,CN,42.8,93.45,78.53,12,100,7.23,overcast clouds
464,Kailua,US,21.4022,-157.7394,82.38,62,0,7.0,clear sky
465,Mirnyy,RU,62.5353,113.9611,35.24,69,100,7.0,overcast clouds
466,Xining,CN,36.6167,101.7667,54.77,79,100,1.43,moderate rain
467,Rognan,NO,67.0953,15.3878,51.76,83,100,2.89,overcast clouds
468,Pemangkat,ID,1.1667,108.9667,80.04,80,100,5.03,overcast clouds
469,Doaba,PK,33.4244,70.7364,76.8,38,0,4.32,clear sky
470,Pauini,BR,-7.7136,-66.9764,81.63,66,88,2.93,overcast clouds
471,Zyryanka,RU,65.75,150.85,52.97,55,85,12.8,overcast clouds
472,Altay,CN,47.8667,88.1167,72.95,33,100,1.74,overcast clouds
473,Touros,BR,-5.1989,-35.4608,77.43,83,61,9.28,broken clouds
474,Ketchikan,US,55.3422,-131.6461,59.47,47,20,9.22,few clouds
475,Nome,US,64.5011,-165.4064,54.1,70,0,13.8,clear sky
476,Aswan,EG,24.0934,32.907,85.3,13,0,8.05,clear sky
477,Dwarka,IN,22.2394,68.9678,81.9,82,5,14.54,clear sky
478,Cardoso,BR,-20.0819,-49.9142,73.04,38,2,6.2,clear sky
479,Sept-Iles,CA,50.2001,-66.3821,64.92,34,40,8.05,scattered clouds
480,Mana,GF,5.6592,-53.7767,80.51,83,13,9.01,few clouds
481,Pangkalanbuun,ID,-2.6833,111.6167,74.57,97,100,0.92,moderate rain
482,Bonthe,SL,7.5264,-12.505,76.21,88,100,8.52,moderate rain
483,Okha,RU,53.5739,142.9478,43.75,84,89,8.19,overcast clouds
484,Itanagar,IN,27.1,93.6167,72.91,86,97,2.15,overcast clouds
485,Jeremie,HT,18.65,-74.1167,82.56,69,23,4.18,few clouds
486,Dingle,PH,10.9995,122.6711,77.92,87,99,2.44,overcast clouds
487,Taybad,IR,34.74,60.7756,71.44,38,0,20.27,clear sky
488,Gladstone,AU,-23.85,151.25,62.53,88,94,4.61,overcast clouds
489,Shimanovsk,RU,52.0,127.7,56.75,57,48,6.35,scattered clouds
490,Butajira,ET,8.1167,38.3667,61.7,56,76,1.72,broken clouds
491,Manokwari,ID,-0.8667,134.0833,77.56,80,100,3.76,heavy intensity rain
492,Coolum Beach,AU,-26.5333,153.1,63.34,98,86,8.21,overcast clouds
493,Kuruman,ZA,-27.4524,23.4325,57.33,46,0,3.31,clear sky
494,Aksu,CN,41.1231,80.2644,74.41,31,31,7.02,scattered clouds
495,Elizabeth City,US,36.2946,-76.2511,64.02,95,100,12.66,mist
496,Coihaique,CL,-45.5752,-72.0662,36.21,69,20,0.0,few clouds
497,Evensk,RU,61.95,159.2333,40.01,87,100,1.74,overcast clouds
498,Homer,US,59.6425,-151.5483,52.77,79,40,11.99,scattered clouds
499,Prado,BR,-17.3411,-39.2208,71.78,86,0,9.66,clear sky
500,Catuday,PH,16.2923,119.8062,79.74,81,92,7.45,overcast clouds
501,Nantucket,US,41.2835,-70.0995,59.14,47,0,12.66,clear sky
502,Newport,GB,51.5877,-2.9984,56.68,86,2,9.4,clear sky
503,Calama,CL,-22.4667,-68.9333,70.29,3,0,19.57,clear sky
504,Kolvereid,NO,64.8655,11.6047,45.63,78,100,3.06,overcast clouds
505,Sechura,PE,-5.5569,-80.8222,75.51,60,32,13.89,scattered clouds
506,Meulaboh,ID,4.1363,96.1285,76.68,86,93,4.25,overcast clouds
507,Muisne,EC,0.6,-80.0333,78.22,81,76,9.66,broken clouds
508,Vostok,RU,46.4856,135.8833,54.03,93,95,3.38,overcast clouds
509,Wum,CM,6.3833,10.0667,64.36,94,64,3.11,light rain
510,Normandin,CA,48.8333,-72.5321,68.31,47,100,8.55,overcast clouds
511,Turan,VN,16.0678,108.2208,80.58,83,20,1.14,few clouds
512,Bull Savanna,JM,17.8868,-77.5902,82.69,63,39,19.15,scattered clouds
513,Puerto Carreno,CO,6.189,-67.4859,80.58,83,40,4.61,scattered clouds
514,Mizan Teferi,ET,6.9833,35.5833,60.13,97,100,2.46,overcast clouds
515,Jadu,LY,31.953,12.0261,79.93,13,2,13.44,clear sky
516,Manaure,CO,11.7751,-72.4445,86.9,60,100,14.16,overcast clouds
517,Laharpur,IN,27.7167,80.9,81.63,39,22,5.41,few clouds
518,Bainbridge,US,47.6262,-122.5212,71.24,56,0,11.01,clear sky
519,Doha,QA,25.2867,51.5333,89.58,22,0,11.5,clear sky
520,Liwale,TZ,-9.7667,37.9333,68.0,88,73,1.63,broken clouds
521,Port Macquarie,AU,-31.4333,152.9167,53.89,91,93,4.72,overcast clouds
522,Severo-Yeniseyskiy,RU,60.3725,93.0408,40.24,93,6,3.02,clear sky
523,West Wendover,US,40.7391,-114.0733,78.01,17,0,12.66,clear sky
524,Tanabi,BR,-20.6264,-49.6492,77.22,41,0,7.18,clear sky
525,Okhotsk,RU,59.3833,143.3,35.47,95,100,5.53,overcast clouds
526,Artesia,US,33.8658,-118.0831,90.48,66,0,9.22,clear sky
527,Keuruu,FI,62.2667,24.7,59.18,80,92,3.62,overcast clouds
528,Andenes,NO,69.3143,16.1194,55.38,67,75,11.5,broken clouds
529,Am Timan,TD,11.0297,20.2827,89.4,37,85,4.88,overcast clouds
530,Ust-Tsilma,RU,65.441,52.1498,50.47,92,100,9.98,light rain
531,Boa Vista,BR,2.8197,-60.6733,84.18,74,20,4.61,few clouds
532,Kiunga,PG,-6.1219,141.2906,71.67,99,86,1.25,overcast clouds
533,Atasu,KZ,48.6814,71.6433,64.83,36,0,3.42,clear sky
534,Neryungri,RU,56.6709,124.6491,43.97,93,100,0.69,overcast clouds
535,Otacilio Costa,BR,-27.4831,-50.1219,56.77,88,3,1.39,clear sky
536,La Asuncion,VE,11.0333,-63.8628,83.93,79,86,17.27,overcast clouds
537,Bosaso,SO,11.2842,49.1816,84.24,77,0,2.39,clear sky
538,Hamilton,US,39.1834,-84.5333,84.65,71,20,9.22,few clouds
539,Omboue,GA,-1.5746,9.2618,75.16,86,56,8.05,broken clouds
540,Nagato,JP,34.3833,131.2,67.19,94,100,6.02,overcast clouds
541,College,US,64.8569,-147.8028,65.46,38,75,13.8,broken clouds
542,Tra Vinh,VN,9.9347,106.3453,78.44,88,100,7.78,overcast clouds
543,Amga,RU,60.8953,131.9608,36.63,85,100,7.74,overcast clouds
544,Woodward,US,36.4337,-99.3904,52.83,96,100,16.11,moderate rain
545,Martorell,ES,41.474,1.9306,68.52,63,0,5.01,clear sky
546,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,77,75,14.97,broken clouds
547,Kontagora,NG,10.3999,5.4695,83.16,49,52,2.77,broken clouds
548,Santa Maria,BR,-29.6842,-53.8069,65.5,82,40,0.0,scattered clouds
549,Neustadt,DE,49.7117,12.0872,55.98,72,69,4.14,broken clouds
550,Waiouru,NZ,-39.4833,175.6667,42.66,82,69,2.35,broken clouds
551,Sioux Lookout,CA,50.1001,-91.917,62.67,45,100,14.97,overcast clouds
552,Kuusamo,FI,65.9667,29.1833,48.24,46,0,8.05,clear sky
553,Talas,TR,38.6908,35.5538,50.67,62,0,4.61,clear sky
554,Tottori,JP,35.5,134.2333,73.47,60,100,9.22,overcast clouds
555,Fuling,CN,29.7022,107.3919,70.41,98,100,3.0,overcast clouds
556,Tahta,EG,26.7693,31.5021,82.06,16,0,9.26,clear sky
557,Maridi,SS,4.9158,29.4742,65.32,93,99,1.88,overcast clouds
558,Helena,US,46.5927,-112.0361,72.18,37,75,12.66,broken clouds
559,Mbandaka,CD,0.0487,18.2603,73.15,89,100,3.13,overcast clouds
560,Belyy Yar,RU,53.6039,91.3903,64.29,62,0,4.47,clear sky
561,Alyangula,AU,-13.8483,136.4192,74.41,77,14,6.98,few clouds
562,Stanari,BA,44.7472,17.8294,65.08,97,73,2.37,broken clouds
563,Olafsvik,IS,64.8945,-23.7142,42.69,84,100,7.34,overcast clouds
564,Cooma,AU,-36.2333,149.1333,37.17,100,100,8.05,overcast clouds
565,Forbes,AU,-33.3833,148.0167,57.92,85,92,4.81,overcast clouds
566,Tazovskiy,RU,67.4667,78.7,31.21,86,9,6.87,clear sky
567,Kiboga,UG,0.9161,31.7742,60.26,97,94,1.19,light rain
568,Marzuq,YE,14.4,46.4667,76.21,41,7,2.21,clear sky
569,Borovoy,RU,55.4333,86.0833,63.68,63,0,13.42,clear sky
570,Myaundzha,RU,63.0494,147.1858,32.65,83,76,3.85,broken clouds
571,Taltal,CL,-25.4,-70.4833,64.9,64,50,1.32,scattered clouds
572,Khandbari,NP,27.3747,87.2039,67.55,84,79,2.95,broken clouds
573,Zhicheng,CN,30.2956,111.5047,65.26,95,100,5.32,overcast clouds
574,North Platte,US,41.1239,-100.7654,67.89,40,20,23.02,few clouds
575,Vidim,RU,56.4088,103.1106,49.23,76,33,2.93,light rain
576,Mustasaari,FI,63.1142,21.6822,56.23,94,100,3.44,light intensity shower rain
577,Hervey Bay,AU,-25.2986,152.8535,63.01,96,85,3.0,overcast clouds
578,Lavrentiya,RU,65.5833,-171.0,40.06,84,100,7.27,overcast clouds
579,Amapa,BR,1.0,-52.0,76.17,98,14,3.38,few clouds
580,Orlandia,BR,-20.7203,-47.8867,71.74,56,0,5.93,clear sky
581,Punta Alta,AR,-38.8759,-62.0736,48.18,45,0,5.68,clear sky
582,Kirakira,SB,-10.4544,161.9205,80.82,82,11,5.53,few clouds
583,Samarai,PG,-10.6167,150.6667,79.39,78,55,7.05,broken clouds
584,Soure,BR,-0.7167,-48.5233,78.84,84,84,7.61,broken clouds
585,Mopti,ML,14.6667,-4.0,95.04,38,0,2.3,clear sky
586,Lenger,KZ,42.183,69.8839,63.84,27,11,6.8,few clouds
587,Moose Factory,CA,51.2585,-80.6094,48.2,71,0,11.5,clear sky
588,Sorada,IN,19.75,84.4333,82.38,55,23,1.95,few clouds
589,Muscat,OM,23.6139,58.5922,98.62,35,0,9.28,clear sky
590,Maues,BR,-3.3836,-57.7186,81.18,75,85,3.18,light rain
591,Hambantota,LK,6.1241,81.1185,79.14,100,20,12.66,few clouds
592,Aracati,BR,-4.5617,-37.7697,77.5,80,100,6.46,overcast clouds
593,Cocobeach,GA,1.0002,9.5823,78.3,78,100,6.51,overcast clouds
594,Kadhan,PK,24.481,68.9859,82.78,77,0,16.55,clear sky
595,Narsaq,GL,60.9167,-46.05,46.62,47,37,2.64,scattered clouds
596,Harper,LR,4.375,-7.7169,78.28,83,99,7.2,light rain
597,Zavallya,UA,48.2135,30.0156,59.79,45,77,15.61,broken clouds
598,Benghazi,LY,32.1167,20.0667,77.49,40,0,11.03,clear sky
599,Tutoia,BR,-2.7619,-42.2744,77.94,88,6,6.29,clear sky
600,Yar-Sale,RU,66.8333,70.8333,35.47,78,84,11.03,broken clouds
601,Husavik,IS,66.0449,-17.3389,42.48,91,94,5.82,overcast clouds
602,Marabba,SD,12.35,32.1833,91.35,26,100,6.55,overcast clouds
603,Shetpe,KZ,44.1667,52.1167,57.7,52,100,7.76,overcast clouds
604,San Gabriel,US,34.0961,-118.1058,93.65,50,0,10.36,haze
605,Qaqortoq,GL,60.7167,-46.0333,39.31,60,18,16.13,few clouds
606,Venice,US,27.0998,-82.4543,89.98,65,0,10.36,clear sky
607,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,100,100,4.47,light intensity drizzle
608,Yangjiang,CN,21.85,111.9667,75.7,95,97,2.04,overcast clouds
609,Banjar,ID,-8.19,114.9675,77.81,89,97,3.4,overcast clouds
610,Chernyshevskiy,RU,63.0128,112.4714,35.83,69,62,8.59,broken clouds
611,Manthani,IN,18.65,79.6667,88.66,42,34,2.59,scattered clouds
612,Manzhouli,CN,49.6,117.4333,57.72,33,6,5.48,clear sky
613,Mtambile,TZ,-5.3833,39.7,79.18,81,32,11.81,light rain
614,Campoverde,PE,-8.4753,-74.8058,76.69,53,24,0.89,few clouds
615,Kambove,CD,-10.8764,26.5969,57.02,52,38,3.69,scattered clouds
616,Pangnirtung,CA,66.1451,-65.7125,26.6,68,75,12.66,broken clouds
617,Ayan,RU,56.45,138.1667,38.77,88,100,3.27,light rain
618,Papetoai,PF,-17.4961,-149.8729,81.99,68,4,9.6,clear sky
619,West Fargo,US,46.875,-96.9004,62.98,48,100,12.66,overcast clouds
620,Flinders,AU,-34.5833,150.8552,52.25,93,100,3.0,overcast clouds
621,Tiarei,PF,-17.5333,-149.3333,82.42,73,21,11.79,few clouds
622,Kankon,IN,15.0167,74.0167,82.2,84,100,8.86,overcast clouds
623,Kibakwe,TZ,-6.7167,36.3667,63.39,86,96,3.78,overcast clouds
624,Tuy Hoa,VN,13.0833,109.3,77.97,87,100,5.84,overcast clouds
625,Piopio,NZ,-38.4667,175.0167,47.08,88,14,1.32,few clouds
626,Shakawe,BW,-18.3667,21.85,56.41,38,0,2.1,clear sky
627,Mitsamiouli,KM,-11.3847,43.2844,79.83,72,33,6.58,scattered clouds
628,Kimberley,ZA,-28.7323,24.7623,51.49,62,0,4.61,clear sky
629,Panzhihua,CN,26.5851,101.7128,71.17,91,75,1.74,broken clouds
630,Benguela,AO,-12.5763,13.4055,70.41,79,3,2.82,clear sky
631,Lagoa,PT,39.05,-27.9833,61.36,78,0,12.44,clear sky
632,Bodaybo,RU,57.8506,114.1933,52.72,85,100,2.1,light rain
633,Yerbogachen,RU,61.2767,108.0108,44.92,72,100,10.09,overcast clouds
634,Bongor,TD,10.2806,15.3722,89.85,37,20,6.89,few clouds
635,Beira,MZ,-19.8436,34.8389,66.29,94,0,6.91,clear sky
636,Vega De Alatorre,MX,20.0333,-96.6333,87.89,64,76,9.93,broken clouds
637,Lerwick,GB,60.1545,-1.1494,48.56,86,22,20.54,few clouds
638,Cozumel,MX,20.5083,-86.9458,87.87,82,75,16.11,broken clouds
639,Anito,PH,12.4497,125.2886,77.52,92,100,4.74,overcast clouds
640,Fengxian,CN,34.7039,116.5872,58.64,43,97,3.58,overcast clouds
641,Cadillac,US,44.2519,-85.4012,58.8,94,100,14.97,light intensity drizzle
642,Osoyoos,CA,49.0331,-119.4524,75.04,39,56,8.05,broken clouds
643,Labuhan,ID,-6.8844,112.2051,79.25,85,100,5.3,overcast clouds
644,Pakpattan,PK,30.341,73.3866,87.71,32,0,6.85,clear sky
645,Blythe,US,33.6103,-114.5964,105.03,10,0,12.66,clear sky
646,San Jose,US,37.3394,-121.895,101.48,28,75,13.8,smoke
647,Sao Mateus,BR,-18.7161,-39.8589,69.03,85,6,4.94,clear sky
648,Zilair,RU,52.2332,57.4392,45.88,83,54,1.63,broken clouds
649,Veydelevka,RU,50.1521,38.4492,49.73,88,42,7.18,scattered clouds
650,Zunyi,CN,27.6867,106.9072,68.27,99,100,2.15,overcast clouds
651,Speightstown,BB,13.25,-59.65,84.81,72,96,13.96,overcast clouds
652,Kyzyl-Suu,KG,42.3414,78.0056,56.39,50,8,5.79,clear sky
653,San Policarpo,PH,12.1791,125.5072,80.65,83,97,6.04,overcast clouds
654,Porto Santo,PT,33.072,-16.3415,64.78,72,75,8.05,broken clouds
655,Garmsar,IR,35.2182,52.3409,70.72,37,0,5.59,clear sky
656,Port Keats,AU,-14.25,129.55,70.84,42,76,7.65,broken clouds
657,Maumere,ID,-8.6199,122.2111,79.54,84,100,4.61,overcast clouds
658,Cleveland,US,41.4995,-81.6954,77.47,62,100,11.5,overcast clouds
659,Kodinsk,RU,58.6881,99.1844,48.15,98,17,6.6,few clouds
660,Bagotville,AU,-28.9833,153.4167,59.63,96,36,5.86,scattered clouds
661,Belfast,GB,54.5833,-5.9333,53.42,67,40,16.11,scattered clouds
662,Sorong,ID,-0.8833,131.25,75.6,90,100,3.51,overcast clouds
663,Gobabis,NA,-22.45,18.9667,59.49,27,0,10.47,clear sky
664,Sistranda,NO,63.7256,8.834,48.16,89,100,12.24,overcast clouds
665,Pemba,MZ,-12.974,40.5178,77.7,94,40,11.34,scattered clouds
666,Erzin,TR,36.9559,36.2,66.49,63,0,3.22,clear sky
667,Lamu,KE,-2.2717,40.902,79.02,84,82,13.71,broken clouds
668,Mbigou,GA,-1.9005,11.906,68.29,97,89,2.59,light rain
669,Hualmay,PE,-11.0964,-77.6139,66.69,77,42,8.12,scattered clouds
670,Berlevag,NO,70.8578,29.0864,51.8,66,0,4.61,clear sky
671,Carballo,ES,43.213,-8.691,60.01,89,21,5.23,few clouds
672,Domna,RU,51.8971,113.1573,39.36,75,1,4.47,clear sky
673,Oistins,BB,13.0667,-59.5333,84.29,70,20,16.11,few clouds
674,Vanavara,RU,60.34,102.2797,45.09,90,97,8.9,overcast clouds
675,Teya,RU,60.3778,92.6267,44.08,88,7,3.38,clear sky
676,Zavetnoye,RU,47.1194,43.8903,55.22,69,75,8.08,broken clouds
677,Staraya Poltavka,RU,50.4772,46.4814,46.33,65,84,4.9,broken clouds
678,Srandakan,ID,-7.9386,110.2506,77.11,87,100,3.87,overcast clouds
679,Namatanai,PG,-3.6667,152.4333,79.59,78,100,4.68,overcast clouds
680,Moctezuma,MX,29.8,-109.6667,95.72,10,0,5.01,clear sky
681,Bara,NG,10.3744,10.7288,88.14,33,19,5.14,few clouds
682,Seoul,KR,37.5683,126.9778,56.64,94,20,2.3,few clouds
683,Iskateley,RU,67.6803,53.1512,49.35,71,100,17.36,overcast clouds
684,Riyadh,SA,24.6877,46.7219,86.14,18,0,7.92,clear sky
